10677_0035_idba_bin.35,PRJEB31266,ERS3614668,IDBA-UD,Illumina,114243,uncultured euryarchaeote,54.8,0.8,ERZ1053128,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1053128/10677_0035_idba_bin.35.fa.gz
10676_0019_idba_bin.97,PRJEB31266,ERS3620762,IDBA-UD,Illumina,114243,uncultured euryarchaeote,55.17,0.8,ERZ1040732,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1040732/10676_0019_idba_bin.97.fa.gz
10572_0027_idba_bin.30,PRJEB31266,ERS3618171,IDBA-UD,Illumina,114243,uncultured euryarchaeote,55.28,6.53,ERZ1064352,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064352/10572_0027_idba_bin.30.fa.gz
10677_min2k_bin.2913,PRJEB31266,ERS3623550,MEGAHIT,Illumina,114243,uncultured euryarchaeote,55.69,2.4,ERZ1043513,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1043513/10677_min2k_bin.2913.fa.gz
10572_0029_idba_bin.21,PRJEB31266,ERS3618238,IDBA-UD,Illumina,114243,uncultured euryarchaeote,55.73,1.6,ERZ1064419,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064419/10572_0029_idba_bin.21.fa.gz
10678_0045_idba_bin.35,PRJEB31266,ERS3629523,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.13,8.8,ERZ1049484,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049484/10678_0045_idba_bin.35.fa.gz
10676_0032_idba_bin.42,PRJEB31266,ERS3621633,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.4,2.84,ERZ1041598,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1041598/10676_0032_idba_bin.42.fa.gz
10572_0011_idba_bin.110,PRJEB31266,ERS3617374,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.8,0.8,ERZ1063554,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1063554/10572_0011_idba_bin.110.fa.gz
10572_0018_idba_bin.68,PRJEB31266,ERS3617812,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.8,0,ERZ1063993,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1063993/10572_0018_idba_bin.68.fa.gz
10676_0014_idba_bin.18,PRJEB31266,ERS3620379,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.89,0.81,ERZ1040352,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1040352/10676_0014_idba_bin.18.fa.gz
10676_0037_idba_bin.135,PRJEB31266,ERS3621924,IDBA-UD,Illumina,114243,uncultured euryarchaeote,56.98,5.6,ERZ1041888,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1041888/10676_0037_idba_bin.135.fa.gz
10677_0012_idba_bin.52,PRJEB31266,ERS3613019,IDBA-UD,Illumina,114243,uncultured euryarchaeote,57.73,2.4,ERZ1051463,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051463/10677_0012_idba_bin.52.fa.gz
10676_0051_idba_bin.61,PRJEB31266,ERS3622836,IDBA-UD,Illumina,114243,uncultured euryarchaeote,57.87,1.6,ERZ1042800,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1042800/10676_0051_idba_bin.61.fa.gz
10677_0001_idba_bin.30,PRJEB31266,ERS3612322,IDBA-UD,Illumina,114243,uncultured euryarchaeote,57.93,2,ERZ1050756,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1050756/10677_0001_idba_bin.30.fa.gz
10677_0007_idba_bin.55,PRJEB31266,ERS3612623,IDBA-UD,Illumina,114243,uncultured euryarchaeote,58.07,0.99,ERZ1051060,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051060/10677_0007_idba_bin.55.fa.gz
10572_0010_idba_bin.25,PRJEB31266,ERS3617338,IDBA-UD,Illumina,114243,uncultured euryarchaeote,58.54,6.93,ERZ1063518,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1063518/10572_0010_idba_bin.25.fa.gz
10678_0031_idba_bin.53,PRJEB31266,ERS3629162,IDBA-UD,Illumina,114243,uncultured euryarchaeote,58.5,9.54,ERZ1049124,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049124/10678_0031_idba_bin.53.fa.gz
10572_0009_idba_bin.117,PRJEB31266,ERS3617264,IDBA-UD,Illumina,114243,uncultured euryarchaeote,58.94,1.18,ERZ1063444,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1063444/10572_0009_idba_bin.117.fa.gz
10572_0035_idba_bin.48,PRJEB31266,ERS3618461,IDBA-UD,Illumina,114243,uncultured euryarchaeote,59.06,0,ERZ1064640,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064640/10572_0035_idba_bin.48.fa.gz
10677_min2k_bin.1880,PRJEB31266,ERS3623162,MEGAHIT,Illumina,114243,uncultured euryarchaeote,59.07,4.4,ERZ1043126,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1043126/10677_min2k_bin.1880.fa.gz
10678_0046_idba_bin.63,PRJEB31266,ERS3629551,IDBA-UD,Illumina,114243,uncultured euryarchaeote,59.35,7.6,ERZ1049512,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049512/10678_0046_idba_bin.63.fa.gz
10675_0022_idba_bin.65,PRJEB31266,ERS3625973,IDBA-UD,Illumina,114243,uncultured euryarchaeote,59.6,6.4,ERZ1045932,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1045932/10675_0022_idba_bin.65.fa.gz
10678_0008_idba_bin.81,PRJEB31266,ERS3628392,IDBA-UD,Illumina,114243,uncultured euryarchaeote,59.9,0,ERZ1048357,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1048357/10678_0008_idba_bin.81.fa.gz
10572_0009_idba_bin.26,PRJEB31266,ERS3617295,IDBA-UD,Illumina,114243,uncultured euryarchaeote,60.53,8.8,ERZ1063475,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1063475/10572_0009_idba_bin.26.fa.gz
10676_min2k_bin.1821,PRJEB31266,ERS3627219,MEGAHIT,Illumina,114243,uncultured euryarchaeote,60.78,4,ERZ1047183,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1047183/10676_min2k_bin.1821.fa.gz
10678_0047_idba_bin.108,PRJEB31266,ERS3629561,IDBA-UD,Illumina,114243,uncultured euryarchaeote,61.56,0,ERZ1049522,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049522/10678_0047_idba_bin.108.fa.gz
10676_0028_idba_bin.181,PRJEB31266,ERS3621318,IDBA-UD,Illumina,114243,uncultured euryarchaeote,61,5.6,ERZ1041287,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1041287/10676_0028_idba_bin.181.fa.gz
10676_0039_idba_bin.118,PRJEB31266,ERS3622056,IDBA-UD,Illumina,114243,uncultured euryarchaeote,61.6,4.8,ERZ1042020,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1042020/10676_0039_idba_bin.118.fa.gz
10677_0011_idba_bin.78,PRJEB31266,ERS3612960,IDBA-UD,Illumina,114243,uncultured euryarchaeote,62.27,1.61,ERZ1051403,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051403/10677_0011_idba_bin.78.fa.gz
10677_0022_idba_bin.11,PRJEB31266,ERS3613698,IDBA-UD,Illumina,114243,uncultured euryarchaeote,62.68,1.6,ERZ1052153,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1052153/10677_0022_idba_bin.11.fa.gz
10572_0022_idba_bin.86,PRJEB31266,ERS3618030,IDBA-UD,Illumina,114243,uncultured euryarchaeote,62.93,0.8,ERZ1064211,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064211/10572_0022_idba_bin.86.fa.gz
10674_0046_idba_bin.3,PRJEB31266,ERS3611411,IDBA-UD,Illumina,114243,uncultured euryarchaeote,63.52,0,ERZ1049844,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049844/10674_0046_idba_bin.3.fa.gz
10572_0025_idba_bin.53,PRJEB31266,ERS3618112,IDBA-UD,Illumina,114243,uncultured euryarchaeote,63.62,0.8,ERZ1064293,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064293/10572_0025_idba_bin.53.fa.gz
10676_min2k_bin.100,PRJEB31266,ERS3626960,MEGAHIT,Illumina,114243,uncultured euryarchaeote,63.71,1.61,ERZ1046923,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046923/10676_min2k_bin.100.fa.gz
10674_0002_idba_bin.8,PRJEB31266,ERS3609403,IDBA-UD,Illumina,114243,uncultured euryarchaeote,63.83,0.8,ERZ1037672,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1037672/10674_0002_idba_bin.8.fa.gz
10677_0005_idba_bin.41,PRJEB31266,ERS3612493,IDBA-UD,Illumina,114243,uncultured euryarchaeote,64.46,7.2,ERZ1050927,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1050927/10677_0005_idba_bin.41.fa.gz
10674_0005_idba_bin.72,PRJEB31266,ERS3609636,IDBA-UD,Illumina,114243,uncultured euryarchaeote,64.74,3.94,ERZ1037908,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1037908/10674_0005_idba_bin.72.fa.gz
10675_0015_idba_bin.7,PRJEB31266,ERS3625629,IDBA-UD,Illumina,114243,uncultured euryarchaeote,64.8,0,ERZ1045588,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1045588/10675_0015_idba_bin.7.fa.gz
10675_0048_idba_bin.25,PRJEB31266,ERS3626883,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.06,3.2,ERZ1046843,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046843/10675_0048_idba_bin.25.fa.gz
10674_min2k_bin.3505,PRJEB31266,ERS3619454,MEGAHIT,Illumina,114243,uncultured euryarchaeote,65.06,3.76,ERZ1038718,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1038718/10674_min2k_bin.3505.fa.gz
10677_0047_idba_bin.113,PRJEB31266,ERS3615200,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.15,6.86,ERZ1061375,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1061375/10677_0047_idba_bin.113.fa.gz
10674_0033_idba_bin.104,PRJEB31266,ERS3610969,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65,1.6,ERZ1039944,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1039944/10674_0033_idba_bin.104.fa.gz
10675_0012_idba_bin.31,PRJEB31266,ERS3625483,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.28,1.6,ERZ1045442,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1045442/10675_0012_idba_bin.31.fa.gz
10674_0036_idba_bin.55,PRJEB31266,ERS3611119,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.32,1.6,ERZ1040094,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1040094/10674_0036_idba_bin.55.fa.gz
10675_0045_idba_bin.8,PRJEB31266,ERS3626787,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.44,0,ERZ1046748,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046748/10675_0045_idba_bin.8.fa.gz
10674_0047_idba_bin.51,PRJEB31266,ERS3611464,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.48,0.8,ERZ1049897,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049897/10674_0047_idba_bin.51.fa.gz
10572_0032_idba_bin.65,PRJEB31266,ERS3618355,IDBA-UD,Illumina,114243,uncultured euryarchaeote,65.6,1.6,ERZ1064536,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064536/10572_0032_idba_bin.65.fa.gz
10674_0041_idba_bin.12,PRJEB31266,ERS3611285,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.06,2,ERZ1040260,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1040260/10674_0041_idba_bin.12.fa.gz
10677_0045_idba_bin.66,PRJEB31266,ERS3615134,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.33,2.4,ERZ1061309,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1061309/10677_0045_idba_bin.66.fa.gz
10677_min2k_bin.4267,PRJEB31266,ERS3623976,MEGAHIT,Illumina,114243,uncultured euryarchaeote,66.37,4.8,ERZ1043939,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1043939/10677_min2k_bin.4267.fa.gz
10678_0051_idba_bin.26,PRJEB31266,ERS3629756,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.45,0.8,ERZ1049717,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049717/10678_0051_idba_bin.26.fa.gz
10676_0029_idba_bin.9,PRJEB31266,ERS3621432,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.64,6,ERZ1041399,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1041399/10676_0029_idba_bin.9.fa.gz
10678_0042_idba_bin.1,PRJEB31266,ERS3629472,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.6,8.18,ERZ1049432,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049432/10678_0042_idba_bin.1.fa.gz
10677_0009_idba_bin.64,PRJEB31266,ERS3612799,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.8,2.4,ERZ1051241,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051241/10677_0009_idba_bin.64.fa.gz
10678_0012_idba_bin.124,PRJEB31266,ERS3628546,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.83,0.4,ERZ1048507,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1048507/10678_0012_idba_bin.124.fa.gz
10677_0023_idba_bin.158,PRJEB31266,ERS3613870,IDBA-UD,Illumina,114243,uncultured euryarchaeote,66.84,7.8,ERZ1052326,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1052326/10677_0023_idba_bin.158.fa.gz
10678_0046_idba_bin.1,PRJEB31266,ERS3629536,IDBA-UD,Illumina,114243,uncultured euryarchaeote,67.03,0.8,ERZ1049497,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049497/10678_0046_idba_bin.1.fa.gz
10674_0027_idba_bin.69,PRJEB31266,ERS3610859,IDBA-UD,Illumina,114243,uncultured euryarchaeote,67.2,0,ERZ1039834,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1039834/10674_0027_idba_bin.69.fa.gz
10677_0006_idba_bin.44,PRJEB31266,ERS3612546,IDBA-UD,Illumina,114243,uncultured euryarchaeote,67.33,1.6,ERZ1050981,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1050981/10677_0006_idba_bin.44.fa.gz
10677_0010_idba_bin.257,PRJEB31266,ERS3612862,IDBA-UD,Illumina,114243,uncultured euryarchaeote,67.35,1.6,ERZ1051304,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051304/10677_0010_idba_bin.257.fa.gz
10572_0037_idba_bin.61,PRJEB31266,ERS3618525,IDBA-UD,Illumina,114243,uncultured euryarchaeote,67.87,2,ERZ1064704,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064704/10572_0037_idba_bin.61.fa.gz
10678_0047_idba_bin.203,PRJEB31266,ERS3629607,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68,1.2,ERZ1049568,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049568/10678_0047_idba_bin.203.fa.gz
10677_0014_idba_bin.53,PRJEB31266,ERS3613124,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.15,2.02,ERZ1051571,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1051571/10677_0014_idba_bin.53.fa.gz
10572_0030_idba_bin.3,PRJEB31266,ERS3618283,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.2,0.12,ERZ1064464,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064464/10572_0030_idba_bin.3.fa.gz
10677_0019_idba_bin.85,PRJEB31266,ERS3613571,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.22,1.08,ERZ1052026,ftp.sra.ebi.ac.uk/vol1/ERZ105/ERZ1052026/10677_0019_idba_bin.85.fa.gz
10674_0026_idba_bin.74,PRJEB31266,ERS3610817,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.27,1.6,ERZ1039792,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1039792/10674_0026_idba_bin.74.fa.gz
10674_0001_idba_bin.23,PRJEB31266,ERS3609328,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.4,9.6,ERZ1037596,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1037596/10674_0001_idba_bin.23.fa.gz
10676_0047_idba_bin.58,PRJEB31266,ERS3622531,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.65,2.91,ERZ1042495,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1042495/10676_0047_idba_bin.58.fa.gz
10677_0048_idba_bin.114,PRJEB31266,ERS3615265,IDBA-UD,Illumina,114243,uncultured euryarchaeote,68.88,7.2,ERZ1061440,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1061440/10677_0048_idba_bin.114.fa.gz
10677_0044_idba_bin.52,PRJEB31266,ERS3615060,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.01,0.85,ERZ1061235,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1061235/10677_0044_idba_bin.52.fa.gz
10678_0020_idba_bin.83,PRJEB31266,ERS3628728,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.18,0.8,ERZ1048690,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1048690/10678_0020_idba_bin.83.fa.gz
10674_0022_idba_bin.103,PRJEB31266,ERS3610555,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.3,1.6,ERZ1039532,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1039532/10674_0022_idba_bin.103.fa.gz
10676_min2k_bin.1587,PRJEB31266,ERS3627142,MEGAHIT,Illumina,114243,uncultured euryarchaeote,69.47,0.81,ERZ1047106,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1047106/10676_min2k_bin.1587.fa.gz
10674_0011_idba_bin.119,PRJEB31266,ERS3609915,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.65,4,ERZ1038187,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1038187/10674_0011_idba_bin.119.fa.gz
10572_min2k_bin.3222,PRJEB31266,ERS3624860,MEGAHIT,Illumina,114243,uncultured euryarchaeote,69.71,3.2,ERZ1044819,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1044819/10572_min2k_bin.3222.fa.gz
10675_0034_idba_bin.70,PRJEB31266,ERS3626397,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.73,8,ERZ1046355,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046355/10675_0034_idba_bin.70.fa.gz
10675_0047_idba_bin.97,PRJEB31266,ERS3626870,IDBA-UD,Illumina,114243,uncultured euryarchaeote,69.75,3.2,ERZ1046830,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046830/10675_0047_idba_bin.97.fa.gz
10676_0032_idba_bin.138,PRJEB31266,ERS3621589,IDBA-UD,Illumina,114243,uncultured euryarchaeote,70.17,1.33,ERZ1041554,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1041554/10676_0032_idba_bin.138.fa.gz
10675_0008_idba_bin.107,PRJEB31266,ERS3625294,IDBA-UD,Illumina,114243,uncultured euryarchaeote,70.21,0.8,ERZ1045253,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1045253/10675_0008_idba_bin.107.fa.gz
10678_0045_idba_bin.54,PRJEB31266,ERS3629527,IDBA-UD,Illumina,114243,uncultured euryarchaeote,70.4,0,ERZ1049488,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049488/10678_0045_idba_bin.54.fa.gz
10677_0048_idba_bin.112,PRJEB31266,ERS3615264,IDBA-UD,Illumina,114243,uncultured euryarchaeote,70.65,0.8,ERZ1061439,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1061439/10677_0048_idba_bin.112.fa.gz
10572_0030_idba_bin.34,PRJEB31266,ERS3618285,IDBA-UD,Illumina,114243,uncultured euryarchaeote,70.93,0.8,ERZ1064466,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1064466/10572_0030_idba_bin.34.fa.gz
10678_0034_idba_bin.109,PRJEB31266,ERS3629272,IDBA-UD,Illumina,114243,uncultured euryarchaeote,71.1,0.8,ERZ1049233,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049233/10678_0034_idba_bin.109.fa.gz
10676_0018_idba_bin.91,PRJEB31266,ERS3620708,IDBA-UD,Illumina,114243,uncultured euryarchaeote,71.47,1.6,ERZ1040678,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1040678/10676_0018_idba_bin.91.fa.gz
10674_0042_idba_bin.84,PRJEB31266,ERS3611333,IDBA-UD,Illumina,114243,uncultured euryarchaeote,71.69,8,ERZ1049765,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1049765/10674_0042_idba_bin.84.fa.gz
10675_0024_idba_bin.58,PRJEB31266,ERS3626056,IDBA-UD,Illumina,114243,uncultured euryarchaeote,71.71,0,ERZ1046015,ftp.sra.ebi.ac.uk/vol1/ERZ104/ERZ1046015/10675_0024_idba_bin.58.fa.gz
10677_0055_idba_bin.28,PRJEB31266,ERS3615861,IDBA-UD,Illumina,114243,uncultured euryarchaeote,71.73,0.81,ERZ1062041,ftp.sra.ebi.ac.uk/vol1/ERZ106/ERZ1062041/10677_0055_idba_bin.28.fa.gz
10674_0005_idba_bin.53,PRJEB31266,ERS3609627,IDBA-UD,Illumina,114243,uncultured euryarchaeote,72.12,3.2,ERZ1037899,ftp.sra.ebi.ac.uk/vol1/ERZ103/ERZ1037899/10674_0005_idba_bin.53.fa.gz
